user_id,session_id,event_time,event_type,device_type,traffic_source,region,product_category,order_value
U00517,S00517,2025-01-09 05:08:18,product_view,Mobile,Social,Central,Fashion,
U00517,S00517,2025-01-09 05:38:18,add_to_cart,Mobile,Social,Central,Fashion,
U00518,S00518,2025-01-07 17:01:11,product_view,Mobile,Direct,North,Electronics,
U00519,S00519,2025-01-12 04:00:31,product_view,Mobile,Organic Search,East,Electronics,
U00519,S00519,2025-01-12 04:27:31,add_to_cart,Mobile,Organic Search,East,Electronics,
U00519,S00519,2025-01-12 04:59:31,checkout_start,Mobile,Organic Search,East,Electronics,
U00520,S00520,2025-01-19 01:17:49,product_view,Mobile,Social,South,Beauty,
U00521,S00521,2025-02-18 00:07:49,product_view,Desktop,Organic Search,Central,Fashion,
U00522,S00522,2025-01-26 14:47:49,product_view,Mobile,Referral,South,Sports,
U00522,S00522,2025-01-26 15:30:49,add_to_cart,Mobile,Referral,South,Sports,
U00523,S00523,2025-03-22 23:02:47,product_view,Mobile,Social,South,Fashion,
U00524,S00524,2025-01-07 21:13:07,product_view,Desktop,Paid Search,West,Electronics,
U00524,S00524,2025-01-07 21:41:07,add_to_cart,Desktop,Paid Search,West,Electronics,
U00524,S00524,2025-01-07 21:52:07,checkout_start,Desktop,Paid Search,West,Electronics,
U00525,S00525,2025-03-16 22:30:44,product_view,Desktop,Paid Search,South,Sports,
U00526,S00526,2025-03-21 10:59:48,product_view,Mobile,Organic Search,North,Electronics,
U00527,S00527,2025-01-17 15:14:20,product_view,Mobile,Direct,West,Beauty,
U00528,S00528,2025-01-25 00:44:24,product_view,Desktop,Social,Central,Fashion,
U00529,S00529,2025-02-07 17:44:31,product_view,Mobile,Email,East,Fashion,
U00529,S00529,2025-02-07 17:56:31,add_to_cart,Mobile,Email,East,Fashion,
U00529,S00529,2025-02-07 18:17:31,checkout_start,Mobile,Email,East,Fashion,
U00530,S00530,2025-01-09 16:09:28,product_view,Mobile,Email,Central,Home,
U00530,S00530,2025-01-09 16:26:28,add_to_cart,Mobile,Email,Central,Home,
U00531,S00531,2025-01-03 19:54:23,product_view,Mobile,Social,East,Beauty,
U00532,S00532,2025-02-19 06:33:43,product_view,Mobile,Social,West,Home,
U00533,S00533,2025-01-15 03:33:42,product_view,Desktop,Direct,South,Home,
U00533,S00533,2025-01-15 04:27:42,add_to_cart,Desktop,Direct,South,Home,
U00534,S00534,2025-01-05 18:41:53,product_view,Mobile,Organic Search,North,Electronics,
U00534,S00534,2025-01-05 19:13:53,add_to_cart,Mobile,Organic Search,North,Electronics,
U00534,S00534,2025-01-05 19:58:53,checkout_start,Mobile,Organic Search,North,Electronics,
U00535,S00535,2025-01-27 20:31:59,product_view,Mobile,Organic Search,West,Electronics,
U00536,S00536,2025-02-23 11:50:45,product_view,Mobile,Email,North,Home,
U00536,S00536,2025-02-23 12:30:45,add_to_cart,Mobile,Email,North,Home,
U00536,S00536,2025-02-23 12:33:45,checkout_start,Mobile,Email,North,Home,
U00537,S00537,2025-01-13 23:14:34,product_view,Desktop,Organic Search,South,Home,
U00538,S00538,2025-03-13 23:35:26,product_view,Mobile,Social,East,Sports,
U00539,S00539,2025-02-24 03:10:50,product_view,Desktop,Direct,West,Beauty,
U00539,S00539,2025-02-24 03:36:50,add_to_cart,Desktop,Direct,West,Beauty,
U00539,S00539,2025-02-24 04:19:50,checkout_start,Desktop,Direct,West,Beauty,
U00539,S00539,2025-02-24 04:39:50,purchase,Desktop,Direct,West,Beauty,144.04
U00540,S00540,2025-02-17 13:48:40,product_view,Mobile,Paid Search,Central,Fashion,
U00541,S00541,2025-03-12 23:16:23,product_view,Desktop,Direct,East,Electronics,
U00542,S00542,2025-03-18 00:33:08,product_view,Mobile,Paid Search,West,Sports,
U00543,S00543,2025-01-03 22:52:17,product_view,Mobile,Paid Search,South,Sports,
U00544,S00544,2025-02-28 11:09:08,product_view,Desktop,Direct,East,Electronics,
U00544,S00544,2025-02-28 12:06:08,add_to_cart,Desktop,Direct,East,Electronics,
U00544,S00544,2025-02-28 12:21:08,checkout_start,Desktop,Direct,East,Electronics,
U00544,S00544,2025-02-28 12:31:08,purchase,Desktop,Direct,East,Electronics,45.73
U00545,S00545,2025-03-03 05:31:52,product_view,Mobile,Referral,West,Beauty,
U00546,S00546,2025-01-05 23:51:36,product_view,Desktop,Email,North,Home,
U00547,S00547,2025-02-25 13:59:55,product_view,Desktop,Referral,South,Sports,
U00547,S00547,2025-02-25 14:49:55,add_to_cart,Desktop,Referral,South,Sports,
U00547,S00547,2025-02-25 15:31:55,checkout_start,Desktop,Referral,South,Sports,
U00548,S00548,2025-03-09 01:20:34,product_view,Tablet,Direct,West,Electronics,
U00549,S00549,2025-02-20 14:48:38,product_view,Mobile,Social,North,Home,
U00550,S00550,2025-02-13 02:30:36,product_view,Mobile,Paid Search,West,Electronics,
U00551,S00551,2025-03-31 04:48:08,product_view,Desktop,Paid Search,South,Fashion,
U00552,S00552,2025-03-09 07:15:04,product_view,Mobile,Paid Search,East,Home,
U00552,S00552,2025-03-09 07:43:04,add_to_cart,Mobile,Paid Search,East,Home,
U00552,S00552,2025-03-09 08:20:04,checkout_start,Mobile,Paid Search,East,Home,
U00552,S00552,2025-03-09 08:42:04,purchase,Mobile,Paid Search,East,Home,135.8
U00553,S00553,2025-02-09 05:22:39,product_view,Mobile,Organic Search,South,Home,
U00554,S00554,2025-01-30 06:43:23,product_view,Desktop,Direct,East,Sports,
U00554,S00554,2025-01-30 07:30:23,add_to_cart,Desktop,Direct,East,Sports,
U00555,S00555,2025-02-06 00:21:44,product_view,Mobile,Organic Search,Central,Sports,
U00556,S00556,2025-01-28 06:34:33,product_view,Mobile,Direct,South,Beauty,
U00557,S00557,2025-03-27 00:24:37,product_view,Desktop,Direct,Central,Home,
U00558,S00558,2025-03-31 19:17:03,product_view,Desktop,Paid Search,North,Electronics,
U00559,S00559,2025-03-26 11:55:06,product_view,Tablet,Organic Search,West,Home,
U00559,S00559,2025-03-26 12:51:06,add_to_cart,Tablet,Organic Search,West,Home,
U00560,S00560,2025-02-10 15:55:38,product_view,Mobile,Referral,East,Beauty,
U00561,S00561,2025-01-03 01:15:59,product_view,Mobile,Direct,East,Sports,
U00562,S00562,2025-02-15 11:40:19,product_view,Mobile,Paid Search,North,Fashion,
U00562,S00562,2025-02-15 12:13:19,add_to_cart,Mobile,Paid Search,North,Fashion,
U00562,S00562,2025-02-15 12:17:19,checkout_start,Mobile,Paid Search,North,Fashion,
U00563,S00563,2025-03-13 08:14:09,product_view,Tablet,Email,Central,Electronics,
U00563,S00563,2025-03-13 08:40:09,add_to_cart,Tablet,Email,Central,Electronics,
U00564,S00564,2025-03-22 21:14:26,product_view,Mobile,Paid Search,Central,Home,
U00564,S00564,2025-03-22 21:24:26,add_to_cart,Mobile,Paid Search,Central,Home,
U00564,S00564,2025-03-22 21:44:26,checkout_start,Mobile,Paid Search,Central,Home,
U00565,S00565,2025-03-11 21:51:12,product_view,Mobile,Direct,South,Electronics,
U00566,S00566,2025-01-19 20:59:36,product_view,Mobile,Social,East,Electronics,
U00567,S00567,2025-02-10 04:46:01,product_view,Mobile,Direct,Central,Electronics,
U00568,S00568,2025-03-23 23:17:09,product_view,Tablet,Paid Search,East,Fashion,
U00569,S00569,2025-02-04 19:36:39,product_view,Mobile,Organic Search,West,Home,
U00569,S00569,2025-02-04 19:51:39,add_to_cart,Mobile,Organic Search,West,Home,
U00569,S00569,2025-02-04 19:53:39,checkout_start,Mobile,Organic Search,West,Home,
U00569,S00569,2025-02-04 20:16:39,purchase,Mobile,Organic Search,West,Home,238.35
U00570,S00570,2025-01-24 12:31:30,product_view,Mobile,Email,East,Home,
U00570,S00570,2025-01-24 12:44:30,add_to_cart,Mobile,Email,East,Home,
U00570,S00570,2025-01-24 13:11:30,checkout_start,Mobile,Email,East,Home,
U00571,S00571,2025-01-26 06:04:11,product_view,Mobile,Paid Search,East,Beauty,
U00572,S00572,2025-02-28 07:27:25,product_view,Tablet,Email,East,Fashion,
U00573,S00573,2025-03-15 19:34:33,product_view,Desktop,Email,West,Fashion,
U00574,S00574,2025-01-06 07:33:34,product_view,Desktop,Organic Search,North,Fashion,
U00575,S00575,2025-01-07 06:18:28,product_view,Desktop,Direct,East,Home,
U00576,S00576,2025-03-20 01:44:33,product_view,Mobile,Email,East,Fashion,
U00577,S00577,2025-01-24 18:57:44,product_view,Mobile,Direct,North,Home,
U00578,S00578,2025-01-26 14:05:16,product_view,Mobile,Paid Search,North,Fashion,
U00578,S00578,2025-01-26 14:47:16,add_to_cart,Mobile,Paid Search,North,Fashion,
U00579,S00579,2025-02-27 20:23:05,product_view,Desktop,Social,North,Electronics,
U00580,S00580,2025-02-18 17:24:02,product_view,Mobile,Social,East,Sports,
U00581,S00581,2025-01-19 05:49:45,product_view,Tablet,Direct,West,Electronics,
U00581,S00581,2025-01-19 06:09:45,add_to_cart,Tablet,Direct,West,Electronics,
U00581,S00581,2025-01-19 06:38:45,checkout_start,Tablet,Direct,West,Electronics,
U00581,S00581,2025-01-19 06:44:45,purchase,Tablet,Direct,West,Electronics,52.92
U00582,S00582,2025-02-28 15:54:31,product_view,Mobile,Organic Search,West,Fashion,
U00583,S00583,2025-03-02 14:26:28,product_view,Mobile,Email,South,Home,
U00583,S00583,2025-03-02 15:05:28,add_to_cart,Mobile,Email,South,Home,
U00583,S00583,2025-03-02 15:41:28,checkout_start,Mobile,Email,South,Home,
U00583,S00583,2025-03-02 16:02:28,purchase,Mobile,Email,South,Home,176.11
U00584,S00584,2025-01-05 04:54:02,product_view,Desktop,Organic Search,North,Home,
U00585,S00585,2025-02-23 05:10:43,product_view,Desktop,Paid Search,Central,Electronics,
U00585,S00585,2025-02-23 05:53:43,add_to_cart,Desktop,Paid Search,Central,Electronics,
U00586,S00586,2025-03-16 11:59:02,product_view,Desktop,Social,North,Fashion,
U00586,S00586,2025-03-16 12:19:02,add_to_cart,Desktop,Social,North,Fashion,
U00586,S00586,2025-03-16 12:44:02,checkout_start,Desktop,Social,North,Fashion,
U00587,S00587,2025-01-16 22:55:17,product_view,Desktop,Email,North,Fashion,
U00587,S00587,2025-01-16 23:22:17,add_to_cart,Desktop,Email,North,Fashion,
U00587,S00587,2025-01-17 00:07:17,checkout_start,Desktop,Email,North,Fashion,
U00587,S00587,2025-01-17 00:09:17,purchase,Desktop,Email,North,Fashion,50.6
U00588,S00588,2025-03-30 19:59:50,product_view,Desktop,Direct,Central,Fashion,
U00589,S00589,2025-03-21 11:59:08,product_view,Mobile,Direct,South,Home,
U00590,S00590,2025-03-20 07:45:18,product_view,Mobile,Social,East,Beauty,
U00591,S00591,2025-01-27 19:26:26,product_view,Mobile,Organic Search,West,Electronics,
U00591,S00591,2025-01-27 19:49:26,add_to_cart,Mobile,Organic Search,West,Electronics,
U00591,S00591,2025-01-27 20:30:26,checkout_start,Mobile,Organic Search,West,Electronics,
U00591,S00591,2025-01-27 20:51:26,purchase,Mobile,Organic Search,West,Electronics,76.33
U00592,S00592,2025-02-11 00:07:43,product_view,Mobile,Social,South,Home,
U00592,S00592,2025-02-11 00:33:43,add_to_cart,Mobile,Social,South,Home,
U00593,S00593,2025-02-13 21:30:58,product_view,Desktop,Organic Search,North,Fashion,
U00594,S00594,2025-03-10 10:29:50,product_view,Mobile,Organic Search,North,Fashion,
U00595,S00595,2025-03-28 10:35:34,product_view,Tablet,Organic Search,East,Home,
U00595,S00595,2025-03-28 11:12:34,add_to_cart,Tablet,Organic Search,East,Home,
U00596,S00596,2025-02-05 00:21:24,product_view,Desktop,Email,South,Sports,
U00597,S00597,2025-02-09 22:54:20,product_view,Desktop,Direct,South,Home,
U00598,S00598,2025-02-08 06:33:19,product_view,Mobile,Organic Search,Central,Fashion,
U00598,S00598,2025-02-08 06:57:19,add_to_cart,Mobile,Organic Search,Central,Fashion,
U00599,S00599,2025-03-03 16:09:12,product_view,Desktop,Referral,East,Electronics,
U00600,S00600,2025-01-13 16:43:08,product_view,Mobile,Email,South,Fashion,
U00600,S00600,2025-01-13 16:46:08,add_to_cart,Mobile,Email,South,Fashion,
U00600,S00600,2025-01-13 17:20:08,checkout_start,Mobile,Email,South,Fashion,
U00600,S00600,2025-01-13 17:30:08,purchase,Mobile,Email,South,Fashion,281.05
U00601,S00601,2025-01-06 03:33:49,product_view,Desktop,Direct,North,Fashion,
U00602,S00602,2025-02-11 06:12:18,product_view,Mobile,Direct,South,Sports,
U00602,S00602,2025-02-11 06:33:18,add_to_cart,Mobile,Direct,South,Sports,
U00603,S00603,2025-03-21 17:32:06,product_view,Desktop,Paid Search,North,Electronics,
U00603,S00603,2025-03-21 17:55:06,add_to_cart,Desktop,Paid Search,North,Electronics,
U00603,S00603,2025-03-21 18:13:06,checkout_start,Desktop,Paid Search,North,Electronics,
U00603,S00603,2025-03-21 18:36:06,purchase,Desktop,Paid Search,North,Electronics,245.12
U00604,S00604,2025-03-11 14:03:08,product_view,Desktop,Organic Search,South,Sports,
U00604,S00604,2025-03-11 15:01:08,add_to_cart,Desktop,Organic Search,South,Sports,
U00605,S00605,2025-03-18 18:40:53,product_view,Mobile,Organic Search,East,Electronics,
U00606,S00606,2025-03-27 17:05:59,product_view,Mobile,Paid Search,South,Electronics,
U00607,S00607,2025-03-01 03:29:19,product_view,Mobile,Organic Search,Central,Sports,
U00608,S00608,2025-03-20 08:58:23,product_view,Desktop,Direct,South,Electronics,
U00609,S00609,2025-02-28 15:01:04,product_view,Desktop,Social,West,Sports,
U00610,S00610,2025-03-19 18:08:32,product_view,Mobile,Direct,North,Beauty,
U00610,S00610,2025-03-19 19:01:32,add_to_cart,Mobile,Direct,North,Beauty,
U00611,S00611,2025-03-01 12:37:26,product_view,Mobile,Direct,North,Fashion,
U00611,S00611,2025-03-01 12:53:26,add_to_cart,Mobile,Direct,North,Fashion,
U00611,S00611,2025-03-01 13:24:26,checkout_start,Mobile,Direct,North,Fashion,
U00611,S00611,2025-03-01 13:35:26,purchase,Mobile,Direct,North,Fashion,78.31
U00612,S00612,2025-02-13 17:44:15,product_view,Desktop,Paid Search,Central,Home,
U00612,S00612,2025-02-13 18:27:15,add_to_cart,Desktop,Paid Search,Central,Home,
U00612,S00612,2025-02-13 19:04:15,checkout_start,Desktop,Paid Search,Central,Home,
U00613,S00613,2025-02-26 05:19:25,product_view,Mobile,Direct,South,Electronics,
U00613,S00613,2025-02-26 05:26:25,add_to_cart,Mobile,Direct,South,Electronics,
U00614,S00614,2025-01-08 02:13:52,product_view,Desktop,Email,South,Home,
U00614,S00614,2025-01-08 02:51:52,add_to_cart,Desktop,Email,South,Home,
U00615,S00615,2025-03-10 09:24:39,product_view,Desktop,Organic Search,North,Electronics,
U00616,S00616,2025-03-28 09:58:59,product_view,Mobile,Social,South,Home,
U00617,S00617,2025-03-07 12:54:08,product_view,Tablet,Paid Search,North,Electronics,
U00618,S00618,2025-03-13 11:07:55,product_view,Mobile,Referral,Central,Electronics,
U00618,S00618,2025-03-13 11:09:55,add_to_cart,Mobile,Referral,Central,Electronics,
U00618,S00618,2025-03-13 11:54:55,checkout_start,Mobile,Referral,Central,Electronics,
U00619,S00619,2025-01-28 21:11:30,product_view,Desktop,Social,East,Fashion,
U00619,S00619,2025-01-28 21:47:30,add_to_cart,Desktop,Social,East,Fashion,
U00619,S00619,2025-01-28 22:11:30,checkout_start,Desktop,Social,East,Fashion,
U00620,S00620,2025-01-10 20:01:09,product_view,Mobile,Referral,West,Electronics,
U00621,S00621,2025-03-24 13:55:29,product_view,Mobile,Paid Search,Central,Electronics,
U00622,S00622,2025-02-24 17:52:28,product_view,Desktop,Referral,West,Fashion,
U00623,S00623,2025-01-31 22:32:17,product_view,Mobile,Paid Search,North,Fashion,
U00624,S00624,2025-02-17 03:37:30,product_view,Desktop,Paid Search,Central,Home,
U00625,S00625,2025-02-05 14:33:05,product_view,Mobile,Social,East,Sports,
U00626,S00626,2025-03-27 02:43:40,product_view,Desktop,Organic Search,West,Home,
U00627,S00627,2025-01-02 15:29:32,product_view,Desktop,Direct,Central,Home,
U00628,S00628,2025-02-07 09:10:02,product_view,Desktop,Paid Search,South,Sports,
U00629,S00629,2025-03-22 15:37:10,product_view,Desktop,Paid Search,West,Fashion,
U00630,S00630,2025-03-04 02:08:32,product_view,Desktop,Paid Search,West,Electronics,
U00630,S00630,2025-03-04 02:59:32,add_to_cart,Desktop,Paid Search,West,Electronics,
U00630,S00630,2025-03-04 03:08:32,checkout_start,Desktop,Paid Search,West,Electronics,
U00631,S00631,2025-03-17 23:09:42,product_view,Mobile,Paid Search,West,Home,
U00632,S00632,2025-03-09 01:21:05,product_view,Desktop,Paid Search,West,Fashion,
U00633,S00633,2025-02-22 12:15:42,product_view,Desktop,Email,Central,Beauty,
U00634,S00634,2025-03-24 08:48:52,product_view,Desktop,Organic Search,West,Fashion,
U00634,S00634,2025-03-24 08:59:52,add_to_cart,Desktop,Organic Search,West,Fashion,
U00634,S00634,2025-03-24 09:30:52,checkout_start,Desktop,Organic Search,West,Fashion,
U00634,S00634,2025-03-24 09:54:52,purchase,Desktop,Organic Search,West,Fashion,285.51
U00635,S00635,2025-02-03 04:33:55,product_view,Tablet,Organic Search,West,Fashion,
U00636,S00636,2025-03-09 21:02:06,product_view,Mobile,Social,South,Fashion,
U00637,S00637,2025-02-04 10:17:17,product_view,Desktop,Referral,East,Sports,
U00638,S00638,2025-01-31 23:43:37,product_view,Mobile,Direct,East,Home,
U00639,S00639,2025-01-02 21:00:53,product_view,Desktop,Social,Central,Fashion,
U00639,S00639,2025-01-02 21:27:53,add_to_cart,Desktop,Social,Central,Fashion,
U00639,S00639,2025-01-02 21:34:53,checkout_start,Desktop,Social,Central,Fashion,
U00640,S00640,2025-03-21 02:03:38,product_view,Mobile,Social,South,Electronics,
U00641,S00641,2025-01-16 02:54:38,product_view,Desktop,Referral,West,Beauty,
U00641,S00641,2025-01-16 03:37:38,add_to_cart,Desktop,Referral,West,Beauty,
U00642,S00642,2025-01-24 08:18:29,product_view,Desktop,Email,North,Electronics,
U00643,S00643,2025-03-30 21:49:49,product_view,Mobile,Direct,Central,Beauty,
U00643,S00643,2025-03-30 22:00:49,add_to_cart,Mobile,Direct,Central,Beauty,
U00644,S00644,2025-02-03 08:11:28,product_view,Mobile,Organic Search,South,Sports,
U00644,S00644,2025-02-03 09:11:28,add_to_cart,Mobile,Organic Search,South,Sports,
U00644,S00644,2025-02-03 09:37:28,checkout_start,Mobile,Organic Search,South,Sports,
U00644,S00644,2025-02-03 09:53:28,purchase,Mobile,Organic Search,South,Sports,50.36
U00645,S00645,2025-02-26 22:16:06,product_view,Desktop,Paid Search,West,Electronics,
U00645,S00645,2025-02-26 22:21:06,add_to_cart,Desktop,Paid Search,West,Electronics,
U00645,S00645,2025-02-26 22:38:06,checkout_start,Desktop,Paid Search,West,Electronics,
U00646,S00646,2025-01-05 21:24:17,product_view,Mobile,Direct,West,Electronics,
U00646,S00646,2025-01-05 21:46:17,add_to_cart,Mobile,Direct,West,Electronics,
U00647,S00647,2025-02-25 12:54:46,product_view,Desktop,Direct,Central,Fashion,
U00648,S00648,2025-03-03 03:36:34,product_view,Desktop,Direct,North,Sports,
U00649,S00649,2025-03-24 02:23:34,product_view,Mobile,Social,East,Home,
U00650,S00650,2025-01-26 05:35:02,product_view,Mobile,Email,West,Fashion,
U00651,S00651,2025-03-30 11:31:05,product_view,Desktop,Paid Search,South,Electronics,
U00652,S00652,2025-03-17 07:31:24,product_view,Mobile,Organic Search,North,Electronics,
U00652,S00652,2025-03-17 08:06:24,add_to_cart,Mobile,Organic Search,North,Electronics,
U00653,S00653,2025-01-03 01:21:03,product_view,Mobile,Referral,Central,Sports,
U00653,S00653,2025-01-03 02:08:03,add_to_cart,Mobile,Referral,Central,Sports,
U00653,S00653,2025-01-03 02:16:03,checkout_start,Mobile,Referral,Central,Sports,
U00653,S00653,2025-01-03 02:37:03,purchase,Mobile,Referral,Central,Sports,206.85
U00654,S00654,2025-03-16 07:59:04,product_view,Mobile,Social,Central,Electronics,
U00654,S00654,2025-03-16 08:09:04,add_to_cart,Mobile,Social,Central,Electronics,
U00654,S00654,2025-03-16 08:11:04,checkout_start,Mobile,Social,Central,Electronics,
U00655,S00655,2025-01-23 20:03:57,product_view,Tablet,Organic Search,West,Electronics,
U00655,S00655,2025-01-23 20:54:57,add_to_cart,Tablet,Organic Search,West,Electronics,
U00655,S00655,2025-01-23 21:34:57,checkout_start,Tablet,Organic Search,West,Electronics,
U00655,S00655,2025-01-23 21:53:57,purchase,Tablet,Organic Search,West,Electronics,37.91
U00656,S00656,2025-01-09 06:27:21,product_view,Desktop,Organic Search,East,Home,
U00657,S00657,2025-03-15 17:08:20,product_view,Tablet,Social,South,Sports,
U00658,S00658,2025-01-16 08:09:48,product_view,Desktop,Social,East,Fashion,
U00659,S00659,2025-01-06 04:06:50,product_view,Desktop,Direct,East,Sports,
U00660,S00660,2025-01-01 00:11:59,product_view,Desktop,Social,North,Fashion,
U00660,S00660,2025-01-01 00:53:59,add_to_cart,Desktop,Social,North,Fashion,
U00660,S00660,2025-01-01 01:12:59,checkout_start,Desktop,Social,North,Fashion,
U00660,S00660,2025-01-01 01:38:59,purchase,Desktop,Social,North,Fashion,241.83
U00661,S00661,2025-02-27 13:15:11,product_view,Mobile,Organic Search,North,Fashion,
U00662,S00662,2025-03-22 09:22:26,product_view,Mobile,Organic Search,East,Sports,
U00662,S00662,2025-03-22 09:38:26,add_to_cart,Mobile,Organic Search,East,Sports,
U00662,S00662,2025-03-22 10:12:26,checkout_start,Mobile,Organic Search,East,Sports,
U00663,S00663,2025-03-01 20:42:13,product_view,Desktop,Email,Central,Home,
U00663,S00663,2025-03-01 20:55:13,add_to_cart,Desktop,Email,Central,Home,
U00663,S00663,2025-03-01 21:05:13,checkout_start,Desktop,Email,Central,Home,
U00664,S00664,2025-01-06 01:41:23,product_view,Tablet,Direct,North,Home,
U00664,S00664,2025-01-06 02:09:23,add_to_cart,Tablet,Direct,North,Home,
U00664,S00664,2025-01-06 02:49:23,checkout_start,Tablet,Direct,North,Home,
U00665,S00665,2025-01-23 05:50:01,product_view,Desktop,Organic Search,West,Sports,
U00666,S00666,2025-02-11 13:12:47,product_view,Mobile,Email,West,Home,
U00667,S00667,2025-02-22 06:24:57,product_view,Mobile,Social,South,Electronics,
U00667,S00667,2025-02-22 06:55:57,add_to_cart,Mobile,Social,South,Electronics,
U00668,S00668,2025-01-23 12:23:08,product_view,Mobile,Paid Search,South,Home,
U00669,S00669,2025-01-05 22:36:03,product_view,Mobile,Paid Search,South,Fashion,
U00669,S00669,2025-01-05 22:44:03,add_to_cart,Mobile,Paid Search,South,Fashion,
U00670,S00670,2025-03-19 05:50:50,product_view,Mobile,Organic Search,South,Sports,
U00671,S00671,2025-01-12 13:54:33,product_view,Desktop,Organic Search,Central,Sports,
U00672,S00672,2025-02-24 23:55:15,product_view,Tablet,Direct,Central,Fashion,
U00672,S00672,2025-02-25 00:23:15,add_to_cart,Tablet,Direct,Central,Fashion,
U00672,S00672,2025-02-25 01:01:15,checkout_start,Tablet,Direct,Central,Fashion,
U00673,S00673,2025-03-02 23:49:32,product_view,Tablet,Email,East,Electronics,
U00673,S00673,2025-03-03 00:23:32,add_to_cart,Tablet,Email,East,Electronics,
U00673,S00673,2025-03-03 01:08:32,checkout_start,Tablet,Email,East,Electronics,
U00674,S00674,2025-02-22 06:08:22,product_view,Mobile,Organic Search,East,Electronics,
U00674,S00674,2025-02-22 06:50:22,add_to_cart,Mobile,Organic Search,East,Electronics,
U00675,S00675,2025-03-15 23:37:01,product_view,Mobile,Social,North,Fashion,
U00676,S00676,2025-02-17 20:29:45,product_view,Mobile,Organic Search,West,Electronics,
U00677,S00677,2025-01-05 09:27:48,product_view,Tablet,Organic Search,Central,Fashion,
U00677,S00677,2025-01-05 10:07:48,add_to_cart,Tablet,Organic Search,Central,Fashion,
U00677,S00677,2025-01-05 10:21:48,checkout_start,Tablet,Organic Search,Central,Fashion,
U00678,S00678,2025-03-28 11:56:03,product_view,Mobile,Email,West,Electronics,
U00678,S00678,2025-03-28 12:20:03,add_to_cart,Mobile,Email,West,Electronics,
U00678,S00678,2025-03-28 12:23:03,checkout_start,Mobile,Email,West,Electronics,
U00678,S00678,2025-03-28 12:29:03,purchase,Mobile,Email,West,Electronics,201.49
U00679,S00679,2025-02-12 07:34:07,product_view,Desktop,Direct,West,Electronics,
U00680,S00680,2025-01-29 10:22:57,product_view,Desktop,Social,Central,Beauty,
U00680,S00680,2025-01-29 11:06:57,add_to_cart,Desktop,Social,Central,Beauty,
U00680,S00680,2025-01-29 11:10:57,checkout_start,Desktop,Social,Central,Beauty,
U00680,S00680,2025-01-29 11:22:57,purchase,Desktop,Social,Central,Beauty,146.67
U00681,S00681,2025-03-10 09:28:39,product_view,Desktop,Email,East,Home,
U00682,S00682,2025-01-25 14:05:05,product_view,Desktop,Social,Central,Sports,
U00683,S00683,2025-01-15 22:09:31,product_view,Mobile,Referral,North,Electronics,
U00683,S00683,2025-01-15 22:23:31,add_to_cart,Mobile,Referral,North,Electronics,
U00683,S00683,2025-01-15 23:04:31,checkout_start,Mobile,Referral,North,Electronics,
U00683,S00683,2025-01-15 23:18:31,purchase,Mobile,Referral,North,Electronics,291.48
U00684,S00684,2025-03-24 00:18:12,product_view,Desktop,Organic Search,South,Fashion,
U00684,S00684,2025-03-24 01:14:12,add_to_cart,Desktop,Organic Search,South,Fashion,
U00685,S00685,2025-03-25 20:50:20,product_view,Desktop,Direct,South,Home,
U00686,S00686,2025-03-14 04:57:50,product_view,Desktop,Direct,East,Fashion,
U00686,S00686,2025-03-14 05:48:50,add_to_cart,Desktop,Direct,East,Fashion,
U00686,S00686,2025-03-14 06:19:50,checkout_start,Desktop,Direct,East,Fashion,
U00686,S00686,2025-03-14 06:29:50,purchase,Desktop,Direct,East,Fashion,235.53
U00687,S00687,2025-01-21 22:34:18,product_view,Mobile,Paid Search,East,Electronics,
U00687,S00687,2025-01-21 22:46:18,add_to_cart,Mobile,Paid Search,East,Electronics,
U00688,S00688,2025-01-06 10:36:08,product_view,Desktop,Social,North,Electronics,
U00689,S00689,2025-02-14 04:23:28,product_view,Mobile,Organic Search,West,Home,
U00690,S00690,2025-03-05 04:29:59,product_view,Mobile,Paid Search,Central,Fashion,
U00690,S00690,2025-03-05 04:30:59,add_to_cart,Mobile,Paid Search,Central,Fashion,
U00691,S00691,2025-02-07 18:42:09,product_view,Desktop,Direct,West,Fashion,
U00692,S00692,2025-03-03 01:08:43,product_view,Desktop,Referral,South,Electronics,
U00693,S00693,2025-01-12 10:03:38,product_view,Mobile,Paid Search,Central,Fashion,
U00694,S00694,2025-01-03 02:34:54,product_view,Desktop,Organic Search,Central,Fashion,
U00695,S00695,2025-02-10 19:38:32,product_view,Desktop,Organic Search,East,Electronics,
U00696,S00696,2025-02-17 12:23:00,product_view,Tablet,Paid Search,North,Sports,
U00696,S00696,2025-02-17 12:46:00,add_to_cart,Tablet,Paid Search,North,Sports,
U00696,S00696,2025-02-17 13:15:00,checkout_start,Tablet,Paid Search,North,Sports,
U00697,S00697,2025-02-26 09:10:51,product_view,Mobile,Social,East,Sports,
U00698,S00698,2025-03-18 02:09:13,product_view,Tablet,Social,East,Beauty,
U00698,S00698,2025-03-18 03:05:13,add_to_cart,Tablet,Social,East,Beauty,
U00698,S00698,2025-03-18 03:27:13,checkout_start,Tablet,Social,East,Beauty,
U00698,S00698,2025-03-18 03:46:13,purchase,Tablet,Social,East,Beauty,231.71
U00699,S00699,2025-03-13 14:45:36,product_view,Mobile,Paid Search,Central,Fashion,
U00700,S00700,2025-01-06 09:53:37,product_view,Mobile,Organic Search,South,Home,
